,Importance
STC2,0.0
STX18,0.0
CD69,0.0
CD72,0.0
CD44,0.0
STXBP1,0.0
CD3D,0.0
STXBP5,0.0
STYXL1,0.0
CDH13,0.0
CCRL2,0.0
SVIP,0.0
STYX,0.0
SWAP70,0.0
SWT1,0.0
SYAP1,0.0
SYBU,0.0
STAU2,0.0
CDCA4,0.0
SYCE1L,0.0
CDC73,0.0
SYCP2,0.0
STXBP4,0.0
STAU1,0.0
SYDE1,0.0
STXBP2,0.0
CDC42EP3,0.0
LPCAT2,0.0
CCNC,0.0
THUMPD1,0.0
CALCRL,0.0
CALD1,0.0
CALHM2,0.0
CALU,0.0
THOP1,0.0
CAMK1D,0.0
THOC5,0.0
THOC2,0.0
THNSL2,0.0
CAMK2N1,0.0
THG1L,0.0
CAMK4,0.0
THEM5,0.0
THEM4,0.0
THBS3,0.0
CAMKK1,0.0
CAMKK2,0.0
THSD7A,0.0
THUMPD2,0.0
CAMTA1,0.0
CALCOCO2,0.0
TIMM17B,0.0
TIMM17A,0.0
CA5BP1,0.0
CABIN1,0.0
TIMELESS,0.0
TIGIT,0.0
CABLES1,0.0
CACHD1,0.0
CACNB2,0.0
TIGD2,0.0
TIGD1,0.0
CACNB3,0.0
CAD,0.0
CADM1,0.0
CADM4,0.0
TIA1,0.0
CADPS2,0.0
CAMSAP1,0.0
CAP1,0.0
CA2,0.0
TGFB1I1,0.0
TGDS,0.0
TG,0.0
TFPT,0.0
TFPI2,0.0
TFPI,0.0
CARKD,0.0
TFEC,0.0
TFEB,0.0
TFE3,0.0
TFDP2,0.0
TFDP1,0.0
TFCP2L1,0.0
TFCP2,0.0
TFB1M,0.0
TFAP2C,0.0
CARM1,0.0
CARS2,0.0
CARHSP1,0.0
TGFB2,0.0
THAP7,0.0
CARD14,0.0
THAP6,0.0
CAP2,0.0
CAPG,0.0
THAP3,0.0
THAP2,0.0
CAPN13,0.0
CAPN2,0.0
THADA,0.0
TGOLN2,0.0
CAPN3,0.0
CAPN7,0.0
CAPN8,0.0
CAPNS1,0.0
CAPRIN1,0.0
CAPRIN2,0.0
CAPS,0.0
CAPZA1,0.0
CA5B,0.0
TIMM44,0.0
TAC4,0.0
C6orf106,0.0
TMCO4,0.0
C6orf132,0.0
TMCO1,0.0
TMCC3,0.0
TMCC1,0.0
C6orf147,0.0
TMC6,0.0
TMC5,0.0
TMC4,0.0
C6orf163,0.0
TMBIM4,0.0
TMBIM1,0.0
C6orf203,0.0
C6orf211,0.0
TM9SF2,0.0
C6orf226,0.0
C6orf57,0.0
C6orf120,0.0
TMED10,0.0
TM4SF1,0.0
TMED11P,0.0
TMEM109,0.0
C4orf33,0.0
C4orf46,0.0
TMEM106C,0.0
C5,0.0
TMEM106A,0.0
TMEM104,0.0
C5orf15,0.0
C5orf34,0.0
TMED9,0.0
C5orf42,0.0
C5orf51,0.0
TMED7,0.0
TMED5,0.0
TMED4,0.0
TMED3,0.0
TMED2,0.0
TM6SF1,0.0
TM2D3,0.0
C9orf91,0.0
C8orf33,0.0
C8orf44-SGK3,0.0
TJP3,0.0
C8orf58,0.0
C8orf59,0.0
TJAP1,0.0
C9orf142,0.0
C9orf37,0.0
C9orf41,0.0
C9orf64,0.0
TINF2,0.0
TINAGL1,0.0
C9orf69,0.0
C9orf72,0.0
TIMP1,0.0
TIMM9,0.0
C9orf78,0.0
C9orf9,0.0
C8orf37,0.0
TLCD1,0.0
C7orf13,0.0
TLCD2,0.0
C7orf25,0.0
TLR8,0.0
C7orf26,0.0
TLR6,0.0
TLR5,0.0
C7orf31,0.0
C7orf50,0.0
TLR2,0.0
TLR1,0.0
C7orf55,0.0
TLN1,0.0
C7orf60,0.0
TLK1,0.0
TLE4,0.0
TLE3,0.0
TLE2,0.0
C7orf63,0.0
CASC4,0.0
CASC5,0.0
TEX2,0.0
TBC1D15,0.0
TBC1D13,0.0
CCDC3,0.0
TBC1D10C,0.0
TBC1D10B,0.0
TBC1D10A,0.0
CCDC34,0.0
CCDC40,0.0
CCDC58,0.0
TATDN3,0.0
CCDC59,0.0
TATDN1,0.0
CCDC6,0.0
TAS2R31,0.0
TAS2R30,0.0
TAS2R20,0.0
TAS2R19,0.0
TAS2R14,0.0
TBC1D14,0.0
TBC1D16,0.0
CCDC66,0.0
CCDC28A,0.0
CCDC141,0.0
CCDC144A,0.0
TBC1D8,0.0
CCDC144B,0.0
CCDC149,0.0
TBC1D4,0.0
CCDC159,0.0
TBC1D3,0.0
TBC1D2B,0.0
TBC1D25,0.0
TBC1D24,0.0
CCDC23,0.0
TBC1D22B,0.0
TBC1D22A,0.0
TBC1D20,0.0
CCDC25,0.0
TBC1D19,0.0
CCDC64,0.0
CCDC8,0.0
CASD1,0.0
TAF5L,0.0
TAF4,0.0
CCDC93,0.0
CCDC94,0.0
CCDC97,0.0
TAF1B,0.0
TAF1A,0.0
TAF15,0.0
CCL18,0.0
CCL2,0.0
TAF11,0.0
TAF1,0.0
CCL22,0.0
TADA2A,0.0
TADA1,0.0
CCL28,0.0
CCNB1IP1,0.0
TACC1,0.0
CCDC92,0.0
CCDC91,0.0
TARS,0.0
CCDC90B,0.0
TARDBP,0.0
TARBP2,0.0
TARBP1,0.0
CCDC80,0.0
CCDC82,0.0
TAOK3,0.0
TAOK2,0.0
CCDC84,0.0
TANK,0.0
TANC2,0.0
TANC1,0.0
CCDC88A,0.0
CCDC88B,0.0
TAGLN,0.0
TAGAP,0.0
CCDC88C,0.0
TAF8,0.0
TBC1D9B,0.0
TBCA,0.0
TBCB,0.0
TDRD7,0.0
TDP2,0.0
TDP1,0.0
TDO2,0.0
CBFB,0.0
TCTN3,0.0
TCTN2,0.0
TCTN1,0.0
TCTE3,0.0
TCTA,0.0
CBLL1,0.0
TCP11L1,0.0
TCP1,0.0
TCOF1,0.0
TCN2,0.0
CBR4,0.0
TCHP,0.0
TCFL5,0.0
TDRD3,0.0
CAV2,0.0
TBCC,0.0
CATSPER3,0.0
TET3,0.0
TET2,0.0
CASK,0.0
TESK2,0.0
TESK1,0.0
TES,0.0
TERF2IP,0.0
TERF1,0.0
CASP8,0.0
TENC1,0.0
CASP8AP2,0.0
TEF,0.0
CAST,0.0
TECPR2,0.0
CASZ1,0.0
TEC,0.0
CATSPER2,0.0
TCF7L2,0.0
CBWD2,0.0
CBX1,0.0
TCF4,0.0
CCDC121,0.0
TBX3,0.0
TBX2,0.0
TBRG4,0.0
TBRG1,0.0
CCDC126,0.0
STAM,0.0
CCDC127,0.0
CCDC130,0.0
CCDC132,0.0
CCDC134,0.0
TBK1,0.0
TBCK,0.0
CCDC137,0.0
TBCE,0.0
CCDC14,0.0
TBCCD1,0.0
TBX5,0.0
CCDC12,0.0
TC2N,0.0
CCAR1,0.0
TCF3,0.0
CBX3,0.0
CBX4,0.0
CBX5,0.0
CBX7,0.0
TCEB3,0.0
CBY1,0.0
CCBL2,0.0
TCEA1,0.0
TCEANC,0.0
CCDC101,0.0
CCDC102A,0.0
CCDC107,0.0
CCDC112,0.0
CCDC113,0.0
CCDC117,0.0
TBP,0.0
SPIRE1,0.0
CDH3,0.0
SLC25A24,0.0
CRELD2,0.0
SLC25A20,0.0
SLC25A19,0.0
CRIM1,0.0
CRIP1,0.0
CRIP2,0.0
CRIPAK,0.0
CRIPT,0.0
SLC25A11,0.0
SLC25A10,0.0
SLC25A1,0.0
SLC24A3,0.0
CRISPLD1,0.0
CRISPLD2,0.0
SLC22A5,0.0
SLC22A3,0.0
CRLF3,0.0
CRLS1,0.0
SLC22A15,0.0
CREG1,0.0
CREBL2,0.0
SIRT7,0.0
SLC25A26,0.0
SLC26A2,0.0
SLC26A1,0.0
SLC25A5,0.0
CRABP2,0.0
SLC25A45,0.0
CRADD,0.0
SLC25A43,0.0
SLC25A42,0.0
CRBN,0.0
SLC25A38,0.0
SLC25A37,0.0
CREB3L1,0.0
SLC25A33,0.0
SLC25A32,0.0
CREB5,0.0
SLC25A3,0.0
SLC25A29,0.0
CREBBP,0.0
SLC25A27,0.0
SLC20A2,0.0
SLC20A1,0.0
CRMP1,0.0
CRNKL1,0.0
SLC11A2,0.0
SLC10A7,0.0
SLC10A3,0.0
SLBP,0.0
SLAMF8,0.0
SLAMF7,0.0
CSE1L,0.0
SLAIN1,0.0
CSF1R,0.0
CSGALNACT2,0.0
SKIV2L2,0.0
SKIL,0.0
CSK,0.0
CSNK1E,0.0
SKAP1,0.0
CSNK1G1,0.0
CSNK1G3,0.0
SIX4,0.0
CSNK2A2,0.0
SLC12A2,0.0
SLC12A6,0.0
CRYM,0.0
SLC16A5,0.0
CROCC,0.0
SLC1A1,0.0
SLC19A2,0.0
SLC19A1,0.0
CROCCP3,0.0
SLC17A5,0.0
SLC16A7,0.0
SLC16A6,0.0
SLC16A4,0.0
SLC12A8,0.0
CRTAP,0.0
CRTC2,0.0
SLC16A10,0.0
SLC15A4,0.0
CRYBB2P1,0.0
SLC15A2,0.0
SLC13A3,0.0
CRYL1,0.0
CPT1A,0.0
SLC26A9,0.0
CPSF7,0.0
SLC37A4,0.0
SLC41A2,0.0
SLC40A1,0.0
SLC3A2,0.0
SLC39A9,0.0
SLC39A8,0.0
SLC39A6,0.0
CORO1B,0.0
SLC39A3,0.0
SLC39A14,0.0
SLC39A13,0.0
SLC39A11,0.0
CORO1C,0.0
SLC39A1,0.0
SLC38A9,0.0
SLC38A7,0.0
SLC38A6,0.0
SLC38A5,0.0
CORO7-PAM16,0.0
COX10,0.0
SLC41A3,0.0
COQ10A,0.0
SLC43A2,0.0
SLC4A2,0.0
COMMD5,0.0
COMMD6,0.0
COMMD9,0.0
SLC5A3,0.0
SLC50A1,0.0
SLC4A7,0.0
SLC4A5,0.0
COMTD1,0.0
SLC4A1AP,0.0
SLC43A3,0.0
COPB1,0.0
COPB2,0.0
COPG2,0.0
SLC46A2,0.0
SLC46A1,0.0
SLC45A4,0.0
COPS7B,0.0
COPZ2,0.0
SLC38A1,0.0
COX11,0.0
CPSF6,0.0
SLC37A2,0.0
SLC31A1,0.0
CPM,0.0
CPNE1,0.0
SLC30A6,0.0
SLC30A5,0.0
SLC30A4,0.0
SLC30A1,0.0
CPNE3,0.0
CPNE8,0.0
SLC2A6,0.0
SLC2A3,0.0
SLC2A13,0.0
CPPED1,0.0
CPSF1,0.0
SLC2A10,0.0
CPSF2,0.0
CPSF3,0.0
CPSF3L,0.0
CPSF4,0.0
CPD,0.0
SLC33A1,0.0
CPAMD8,0.0
COX5B,0.0
SLC37A1,0.0
SLC36A4,0.0
COX16,0.0
COX17,0.0
COX18,0.0
COX4I1,0.0
SLC35E2B,0.0
COX5A,0.0
SLC35D2,0.0
SLC35A1,0.0
COX7A2,0.0
COX7A2L,0.0
SLC35B4,0.0
COX7B,0.0
SLC35B2,0.0
SLC35B1,0.0
SLC35A4,0.0
SLC35A2,0.0
CSPG4,0.0
SIRT6,0.0
SLC6A9,0.0
CYB5R3,0.0
CYBA,0.0
SEZ6L2,0.0
CYBRD1,0.0
SETMAR,0.0
SETDB2,0.0
SETDB1,0.0
SETD8,0.0
SETD7,0.0
CYC1,0.0
CYCS,0.0
CYFIP2,0.0
CYHR1,0.0
SETD1B,0.0
SETD1A,0.0
CYLD,0.0
CYP1B1,0.0
SESTD1,0.0
SESN3,0.0
SESN2,0.0
SF3A1,0.0
CYB5D1,0.0
SIRT5,0.0
SF3B4,0.0
SFXN2,0.0
CXCL14,0.0
CXCL16,0.0
CXCL17,0.0
SFTPB,0.0
CXXC1,0.0
SFTA1P,0.0
CXXC5,0.0
CXorf38,0.0
SFT2D1,0.0
SFSWAP,0.0
SFRP4,0.0
CXorf40B,0.0
SFPQ,0.0
CXorf56,0.0
CYB561,0.0
CYB561D1,0.0
CYB561D2,0.0
CYB5B,0.0
SESN1,0.0
SERTAD4,0.0
CYP24A1,0.0
SERTAD2,0.0
SEPT7P2,0.0
CYTH3,0.0
SEPN1,0.0
CYTH4,0.0
SEPHS1,0.0
CYTIP,0.0
CYYR1,0.0
SENP6,0.0
D2HGDH,0.0
DAB2,0.0
DAB2IP,0.0
DACT1,0.0
SEMA6D,0.0
SEMA6A,0.0
SEMA4F,0.0
SEMA4D,0.0
DAGLB,0.0
SEMA4B,0.0
DAK,0.0
SEPW1,0.0
CYTH2,0.0
SERBP1,0.0
SERPINB8,0.0
SERTAD1,0.0
SERPINI1,0.0
SERPINH1,0.0
SERPING1,0.0
SERPINF1,0.0
SERPINE2,0.0
SERPINE1,0.0
SERPINB9,0.0
SERPINB1,0.0
CYSLTR1,0.0
CYP4B1,0.0
SERP1,0.0
SERINC5,0.0
CYP4V2,0.0
SERINC2,0.0
CYP4X1,0.0
CYP7B1,0.0
SERGEF,0.0
SFXN3,0.0
SFXN4,0.0
SFXN5,0.0
SHC2,0.0
CTDSPL,0.0
CTHRC1,0.0
SIAE,0.0
SHROOM4,0.0
SHROOM2,0.0
CTNNBIP1,0.0
SHQ1,0.0
SHPRH,0.0
SHPK,0.0
SHOC2,0.0
SHMT2,0.0
CTNND1,0.0
SHKBP1,0.0
CTNS,0.0
SHISA4,0.0
SHFM1,0.0
SHF,0.0
CTSA,0.0
SHCBP1,0.0
SIDT1,0.0
SIDT2,0.0
SIGIRR,0.0
CSTF2,0.0
CSPP1,0.0
CSRNP1,0.0
SIRT1,0.0
SIRPB2,0.0
CSRP1,0.0
CST7,0.0
CSTB,0.0
CSTF1,0.0
CTAGE5,0.0
SIGLEC1,0.0
SIL1,0.0
SIKE1,0.0
CTC1,0.0
SIK2,0.0
SIK1,0.0
SIGMAR1,0.0
CTDNEP1,0.0
SIGLEC10,0.0
CTSC,0.0
SHC1,0.0
CXCL13,0.0
SHB,0.0
SH2D4A,0.0
SH2D3C,0.0
SH2D3A,0.0
SH2B3,0.0
CUL9,0.0
CWC15,0.0
CWC27,0.0
SGSM2,0.0
CWF19L1,0.0
SGPP2,0.0
SGPP1,0.0
CWF19L2,0.0
SGOL2,0.0
CXADR,0.0
SGK494,0.0
SGK223,0.0
CXCL12,0.0
SGCE,0.0
SGCD,0.0
SH3BGRL,0.0
SH3BGRL2,0.0
CUL7,0.0
SH3KBP1,0.0
CTSK,0.0
CTSO,0.0
SH3YL1,0.0
SH3TC1,0.0
SH3RF3,0.0
CTSZ,0.0
SH3PXD2B,0.0
SH3PXD2A,0.0
CTTN,0.0
SH3BP1,0.0
SH3GLB1,0.0
CTTNBP2NL,0.0
SH3D21,0.0
SH3D19,0.0
CUEDC1,0.0
CUL2,0.0
CUL4B,0.0
CUL5,0.0
SLC6A8,0.0
COMMD4,0.0
STAG3L2,0.0
CHCHD4,0.0
CHCHD5,0.0
CHCHD6,0.0
CHD1,0.0
SPIN1,0.0
SPICE1,0.0
CHD2,0.0
SPHK2,0.0
SPG7,0.0
SPG21,0.0
SPG20,0.0
SPG11,0.0
SPEN,0.0
SPEF2,0.0
SPECC1L,0.0
CHD6,0.0
SPDYE5,0.0
CHEK1,0.0
CHIC1,0.0
SPCS3,0.0
SPINK5,0.0
SPINT2,0.0
SOCS5,0.0
C3orf62,0.0
SPSB1,0.0
CFDP1,0.0
SPRYD3,0.0
SPRY1,0.0
SPRED2,0.0
SPRED1,0.0
SPR,0.0
SPPL3,0.0
CGGBP1,0.0
CGN,0.0
CGNL1,0.0
CGRRF1,0.0
CH25H,0.0
CHAF1A,0.0
SPON1,0.0
SPOCK2,0.0
CHCHD10,0.0
CHCHD2,0.0
SPIRE2,0.0
CHIC2,0.0
CHIT1,0.0
CHKB-CPT1B,0.0
CHMP1A,0.0
SP110,0.0
CHRM3,0.0
CHST14,0.0
SOX5,0.0
SOX4,0.0
SOX12,0.0
CHTF18,0.0
CHTF8,0.0
CHURC1,0.0
SORL1,0.0
SORD,0.0
CHURC1-FNTB,0.0
SORBS3,0.0
CIAO1,0.0
CIAPIN1,0.0
SON,0.0
CIITA,0.0
CINP,0.0
CIRBP,0.0
CHRAC1,0.0
CHPF2,0.0
CHORDC1,0.0
SPARCL1,0.0
SPATA7,0.0
SPATA6,0.0
SPATA5L1,0.0
SPATA5,0.0
SPATA20,0.0
SPATA2,0.0
CHMP2A,0.0
SPATA13,0.0
CHMP4C,0.0
CHN1,0.0
SPAG9,0.0
CHMP6,0.0
SPAG4,0.0
SPAG17,0.0
SPAG16,0.0
SPAG1,0.0
SPA17,0.0
SP4,0.0
SPSB2,0.0
CFD,0.0
CETN3,0.0
SRSF4,0.0
SSSCA1,0.0
SSR4,0.0
CDK5RAP3,0.0
SSPN,0.0
SSNA1,0.0
SSH3,0.0
SSH2,0.0
CDKL2,0.0
CDKL5,0.0
CDKN1C,0.0
SSBP3,0.0
SSBP2,0.0
CDKN2A,0.0
SSB,0.0
SS18L2,0.0
SS18L1,0.0
CDKN2AIPNL,0.0
SRXN1,0.0
SRSF7,0.0
CDK5RAP1,0.0
SSX2IP,0.0
ST13,0.0
CDK12,0.0
CDH6,0.0
CDK1,0.0
CDK10,0.0
STAB1,0.0
CDK11B,0.0
ST7L,0.0
ST7,0.0
ST6GALNAC6,0.0
CDK13,0.0
CDK5,0.0
CDK16,0.0
ST6GAL1,0.0
CDK17,0.0
ST3GAL6,0.0
CDK18,0.0
CDK2AP1,0.0
CDK2AP2,0.0
ST20,0.0
CDON,0.0
CDR1,0.0
SPTB,0.0
SRSF2,0.0
CEP152,0.0
SRGAP1,0.0
CEP170,0.0
CEP192,0.0
SREK1,0.0
SREBF1,0.0
SRD5A3,0.0
CEP55,0.0
CEP57L1,0.0
CEP70,0.0
SRBD1,0.0
CEP72,0.0
SQRDL,0.0
CEP76,0.0
SPTLC3,0.0
CES2,0.0
SPTLC1,0.0
CES4A,0.0
SPTBN1,0.0
SRGAP3,0.0
SRGN,0.0
SRI,0.0
SRPX,0.0
SRSF11,0.0
CDR2,0.0
CDR2L,0.0
SRRT,0.0
CDYL,0.0
CEACAM5,0.0
SRRD,0.0
CEBPZ,0.0
CECR2,0.0
SRM,0.0
CECR5,0.0
CELF1,0.0
CELF2,0.0
CELSR2,0.0
CENPF,0.0
CENPL,0.0
SRP19,0.0
CEP120,0.0
SOCS6,0.0
CISD2,0.0
SLC7A11,0.0
SMOX,0.0
SMO,0.0
CMTM7,0.0
CMTM8,0.0
CNBP,0.0
CNIH4,0.0
SMG1,0.0
SMEK2,0.0
CNKSR1,0.0
SMCR8,0.0
SMCHD1,0.0
CNKSR3,0.0
CNN2,0.0
SMC4,0.0
SMC2,0.0
SMC1A,0.0
SMARCE1,0.0
CNNM2,0.0
CNNM4,0.0
SMARCC2,0.0
CMTM6,0.0
SMPD1,0.0
CISH,0.0
CMTM4,0.0
CLPB,0.0
SNAPC5,0.0
CLPTM1,0.0
CLSPN,0.0
SNAPC1,0.0
CLSTN3,0.0
SNAP29,0.0
CLU,0.0
SMYD5,0.0
CLUAP1,0.0
CMBL,0.0
CMIP,0.0
CMPK2,0.0
SMU1,0.0
CMTM1,0.0
SMS,0.0
SMPDL3B,0.0
SMPDL3A,0.0
SMPD4,0.0
SMARCC1,0.0
SMARCB1,0.0
SMARCAL1,0.0
CNOT4,0.0
SLFN13,0.0
SLFN12,0.0
SLCO4C1,0.0
SLCO4A1,0.0
COL4A3BP,0.0
COL4A4,0.0
COL4A5,0.0
SLC9A9,0.0
SLC9A7,0.0
SLC9A6,0.0
SLC9A3R2,0.0
SLC9A3R1,0.0
COL8A1,0.0
SLC8A1,0.0
COL9A2,0.0
COLEC12,0.0
COMMD10,0.0
COMMD2,0.0
SLC7A2,0.0
COL12A1,0.0
COIL,0.0
COG8,0.0
SMAD5,0.0
SMARCA4,0.0
SMARCA2,0.0
CNOT7,0.0
SMAP1,0.0
CNPY3,0.0
SMAD9,0.0
SMAD7,0.0
SMAD6,0.0
CNRIP1,0.0
COG7,0.0
CNST,0.0
CNTLN,0.0
CNTROB,0.0
COG1,0.0
COG2,0.0
COG3,0.0
SLMO2,0.0
COG5,0.0
SNCAIP,0.0
CLN6,0.0
SNED1,0.0
SNRPB,0.0
SNX16,0.0
SNX14,0.0
SNX13,0.0
CLCN3,0.0
CLCN4,0.0
CLCN7,0.0
SNX1,0.0
SNW1,0.0
CLDN12,0.0
SNTB2,0.0
SNTB1,0.0
SNTA1,0.0
SNRPN,0.0
CLDN15,0.0
SNRPE,0.0
CLDN20,0.0
CLDN4,0.0
CLDN5,0.0
CLDND1,0.0
CLCN2,0.0
SNX18,0.0
SNX19,0.0
CKLF,0.0
CIT,0.0
SOAT1,0.0
CKAP2,0.0
CKAP2L,0.0
SNX7,0.0
CKAP4,0.0
SNX5,0.0
SNX4,0.0
SNX30,0.0
CLCF1,0.0
SNX3,0.0
SNX29,0.0
CLASP2,0.0
SNX25,0.0
SNX24,0.0
SNX22,0.0
SNX21,0.0
CLCC1,0.0
CLEC10A,0.0
CLEC11A,0.0
SNF8,0.0
CLEC14A,0.0
SNORA54,0.0
SNORA53,0.0
SNORA49,0.0
CLINT1,0.0
CLIP1,0.0
SNORA37,0.0
SNORA34,0.0
SNORA28,0.0
SNORA23,0.0
CLIP3,0.0
SNIP1,0.0
SNHG8,0.0
SNHG7,0.0
SNHG6,0.0
SNHG5,0.0
CLIP4,0.0
CLK2,0.0
CLMP,0.0
CLN3,0.0
SNORA68,0.0
SNORA71A,0.0
CLIC6,0.0
SNORD97,0.0
CLEC16A,0.0
CLEC2B,0.0
CLEC3B,0.0
SNRNP35,0.0
SNRNP27,0.0
SNRNP25,0.0
CLEC5A,0.0
SNRK,0.0
SNORD94,0.0
SNORA71D,0.0
SNORD93,0.0
SNORD89,0.0
CLIC4,0.0
SNORD60,0.0
SNORD17,0.0
SNORD15B,0.0
SNORD10,0.0
SNORA74B,0.0
TMEM11,0.0
TMF1,0.0
TMEM115,0.0
ANXA2P2,0.0
ZBTB8A,0.0
ANO9,0.0
ANP32A,0.0
ANP32B,0.0
ANP32E,0.0
ANPEP,0.0
ANXA1,0.0
ZBTB47,0.0
ZBTB46,0.0
ZBTB44,0.0
APOL1,0.0
ZBTB43,0.0
ANXA3,0.0
ANXA5,0.0
ZBTB40,0.0
ANXA6,0.0
ANXA7,0.0
ZBTB38,0.0
ZBTB37,0.0
ZBTB34,0.0
ZBTB8OS,0.0
ZC3H10,0.0
ZC3H11A,0.0
ANO1,0.0
ANKRD42,0.0
ANKRD44,0.0
ZCCHC11,0.0
ZCCHC10,0.0
ZC3HC1,0.0
ZC3HAV1L,0.0
ANKRD52,0.0
ANKRD54,0.0
ANKRD6,0.0
ZC3H7A,0.0
ZC3H6,0.0
ZC3H4,0.0
ZC3H3,0.0
ZC3H18,0.0
ZC3H15,0.0
ANKS1A,0.0
ZC3H13,0.0
ZC3H12D,0.0
ZC3H12C,0.0
ZBTB33,0.0
ZBTB3,0.0
ZBTB26,0.0
YPEL5,0.0
YPEL2,0.0
APITD1,0.0
YOD1,0.0
YME1L1,0.0
YLPM1,0.0
APLP2,0.0
APOA1BP,0.0
YIPF5,0.0
YIPF4,0.0
YIPF3,0.0
APOBEC2,0.0
YIPF1,0.0
YIF1B,0.0
APOBEC3C,0.0
APOBEC3D,0.0
APOBEC3F,0.0
YEATS2,0.0
APOBR,0.0
APOD,0.0
API5,0.0
APEX1,0.0
AOAH,0.0
APEH,0.0
ZBTB24,0.0
AP1AR,0.0
ZBTB2,0.0
ZBTB17,0.0
ZBTB16,0.0
AP1G2,0.0
ZBED5,0.0
ZBED4,0.0
ZBED3,0.0
ZAK,0.0
AP2A2,0.0
YY1AP1,0.0
AP3M2,0.0
APBA3,0.0
APBB1IP,0.0
APBB2,0.0
YTHDF3,0.0
APC,0.0
APC2,0.0
ZCCHC2,0.0
ANKRD36BP2,0.0
ZCCHC3,0.0
AMN1,0.0
AMPD2,0.0
ZFYVE26,0.0
ZFYVE21,0.0
ZFYVE20,0.0
AMZ2,0.0
ZFYVE16,0.0
ZFYVE1,0.0
ZFY,0.0
ZFX,0.0
ZFR,0.0
ZFPM2,0.0
ZFPM1,0.0
AMZ2P1,0.0
ANAPC13,0.0
ANAPC2,0.0
ANGEL1,0.0
ZFP82,0.0
ZFP64,0.0
ANGEL2,0.0
AMOT,0.0
AMMECR1L,0.0
ZFP36L2,0.0
ZHX1,0.0
ZMYM6,0.0
ZMYM5,0.0
ZMYM4,0.0
ALKBH8,0.0
ALOX12,0.0
ALOX12P2,0.0
ALPK1,0.0
ZMIZ2,0.0
ZMIZ1,0.0
ALPK3,0.0
ALS2,0.0
ZMAT1,0.0
ZKSCAN5,0.0
ALS2CL,0.0
AMFR,0.0
AMICA1,0.0
ZIK1,0.0
ZHX3,0.0
AMIGO2,0.0
ZFP41,0.0
ZFP36L1,0.0
ZCCHC4,0.0
ZDHHC4,0.0
ANKLE2,0.0
ANKRA2,0.0
ANKRD12,0.0
ANKRD13A,0.0
ZDHHC2,0.0
ANKRD13D,0.0
ZDHHC17,0.0
ANKRD16,0.0
ZDHHC14,0.0
ZDHHC13,0.0
ANKRD17,0.0
ANKRD18A,0.0
ANKRD27,0.0
ZDBF2,0.0
ZCRB1,0.0
ZCCHC9,0.0
ZCCHC8,0.0
ANKRD36B,0.0
ZCCHC6,0.0
ZDHHC3,0.0
ZDHHC5,0.0
ZFP36,0.0
ZDHHC6,0.0
ANGPT2,0.0
ANGPTL4,0.0
ANK3,0.0
ZFP1,0.0
ANKAR,0.0
ZFC3H1,0.0
ZFAT,0.0
ANKH,0.0
ZFAND5,0.0
ANKHD1-EIF4EBP3,0.0
ZFAND2B,0.0
ZFAND2A,0.0
ANKIB1,0.0
ZER1,0.0
ZEB2,0.0
ZEB1,0.0
ZDHHC9,0.0
ZDHHC8,0.0
ZDHHC7,0.0
APOE,0.0
YARS,0.0
ARMC2,0.0
ARID3A,0.0
WDFY4,0.0
ARID1B,0.0
WDFY2,0.0
WDFY1,0.0
WBSCR22,0.0
WBSCR16,0.0
WBP5,0.0
WBP4,0.0
WBP2,0.0
WASL,0.0
APOL2,0.0
ARID3B,0.0
WASH2P,0.0
ARID4A,0.0
ARID5A,0.0
ARID5B,0.0
WAS,0.0
WARS2,0.0
WARS,0.0
WAPAL,0.0
ARHGEF9,0.0
WDR1,0.0
WDR11,0.0
WDR12,0.0
ARHGEF12,0.0
WDR44,0.0
ARHGEF2,0.0
WDR41,0.0
WDR4,0.0
WDR37,0.0
ARHGEF25,0.0
WDR35,0.0
ARHGEF26,0.0
WDR31,0.0
WDR3,0.0
ARHGEF37,0.0
WDR26,0.0
ARHGEF38,0.0
ARHGEF40,0.0
WDR20,0.0
ARHGEF6,0.0
WDR18,0.0
WDR13,0.0
WAC,0.0
ARIH2,0.0
ARL10,0.0
VPS33B,0.0
ARL6,0.0
VPS26B,0.0
ARL6IP1,0.0
ARL6IP4,0.0
VPS18,0.0
VPS13D,0.0
ARL6IP5,0.0
ARL8A,0.0
VPS13A,0.0
VPS11,0.0
VPRBP,0.0
VOPP1,0.0
VNN2,0.0
VMP1,0.0
VMAC,0.0
VMA21,0.0
VLDLR,0.0
VKORC1L1,0.0
ARMC1,0.0
VPS33A,0.0
VPS35,0.0
VWA1,0.0
ARL5B,0.0
VTI1B,0.0
ARL13B,0.0
VSTM2L,0.0
VSIG4,0.0
VSIG2,0.0
VSIG10,0.0
ARL16,0.0
VRK2,0.0
ARL2BP,0.0
VPS8,0.0
ARL4A,0.0
VPS54,0.0
ARL4C,0.0
ARL4D,0.0
VPS45,0.0
VPS41,0.0
VPS39,0.0
VPS37C,0.0
ARL5A,0.0
WDR47,0.0
ARHGEF11,0.0
ARHGEF10L,0.0
ARAF,0.0
XKR9,0.0
XKR8,0.0
XKR6,0.0
XIAP,0.0
XDH,0.0
XBP1,0.0
ARAP2,0.0
WWTR1,0.0
ARAP3,0.0
WWP1,0.0
WWOX,0.0
WWC3,0.0
WWC2,0.0
ARCN1,0.0
WTIP,0.0
